Hviezdičky,Miesto,Adresa,Text,Datum
5,Městská knihovna Jablonec nad Nisou,"Dolní nám. 600/1, 466 01 Jablonec nad Nisou 1","Knihovna perfektní. Příjemný personál,  který rád pomůže.  Parkování není možné.",2025-05-15
5,Městské divadlo Jablonec nad Nisou,"Liberecká 5, 466 01 Jablonec nad Nisou 1",Jablonecké divadlo je krásné a umí vybrat zajímavé hostující divadlo. Vždy je na co se těšit. Parkování v okolí. Divadelní bar a nabídka - ok.,2025-05-15
5,"Botanická zahrada Liberec – LK, příspěvková organizace","Purkyňova 630, 460 01 Liberec-Staré Město","Expozice Botanické zahrady je vždy pohlazení po duši. Odpočinek, relax, zeleň, exotika, co víc si přát.  Už jen se těšit na další návštěvu. A na výstavu,  kterou nám jako bonus, zahrada nachystá.",2025-05-15
5,Go Coffee Kněžnice,"Kněžnice 89, 506 01 Kněžnice","Kávová zastávka po cestě. Příjemné místo, i když u hlavní silnice. Káva je fenomenální, lahodná a podávána s laskavým nádechem. Personál komunikativní.",2025-05-15
5,Palác Liebieg,"U Tiskárny 81, 460 05 Liberec-Kristiánov","Palác Liebieg po své rekonstrukci opět rozkvetl a nabízí využití jak pro každodenní návštěvy výstav, tak své prostory nabízí Komunitnímu středisku KONTAKT Liberec. Palác je v centru a nabízí i pěknou procházku parkem!",2025-05-15
5,Městské muzeum v Železném Brodě,"nám. 3. května 37, 468 22 Železný Brod",Muzeum a jeho nově otevřená sklářská expozice. Rekonstrukce opravdu povedená. Uvidíte zde modernu i tradiční zpracovaní skla. Parkovat lze na náměstí nebo v uličce za kinem.,2025-05-15
5,Stara Piekarnia,"Reptowska 4, 41-923 Bytom, Polsko","Penzion je úplně super! Vřele všem doporučuji. Jsme tu už poněkolikáté. Baví mě, že každý apartmán je úplně jiný. Na jiné téma. Tentokrát jsme byli v retro.
Vstřícný personál. Super cena za ubytování. Noc, dvojlůžkový pokoj 190 zl, což je cca 1200 Kč.
Ubytování je se snídaní. Teplý a studený bufet.
Parkování u penzionu ve dvoře.
Funguje zde restaurace. Jídla výtečná. Sedět můžete vevnitř, nebo na venkovní terase. Nejvíc mě baví jejich výzdoba. Mají prostě svůj styl.
Tady jsme vždy spokojeni.",2025-05-15
5,Havlíkův Dvůr,"Osek 88, 507 43 Osek","Opětovná kontrolní návštěva a opět spokojenost. Velká spokojenost! Kvalita i prostředí na jedničku.
.............
Již několikrát jsme slyšeli samé kladné recenze a doporučení a tak jsme tady. A udělali jsme dobře!!! Místo na parking, samoobslužný pult,  dobroty pak ke stolu donesou. Nakoupit maso můžete i domů. Základní nabídka burgerů a tortila. A nezapomenutelné domácí hranolky s majonézou. Pivo, limo i víno. Co víc si přát? Asi jen zas jet okolo a stavit se tu!",2025-05-15
4,Q-Burger Bar,"Horní nám. 11, 466 01 Jablonec nad Nisou 1","Mango Chilli Burger - přepálená chilli chuť burgru. Nicméně povedený večer zakončený mango zmrzlinou a lístkooříškovou zmrzlinou jako pozornost podniku. Děkujeme
.............
Sambal Chilli Burger - super hot burger. U stánku energická obsluha, šťavnatá nabídka. Super
.............
Po roce jsme zavítali do kamené restaurace v JBC. Milé prostředí restaurace s nutností rezervace. Místo ale bylo.  Nabídka šťavnatá, stejně jako burgery. Užili jsme si čas, jídlo a pohodu. Opět díky!",2025-05-15
5,GOŚCINIEC Polskie Pierogi,"Piwna 12/14/lu3, 00-265 Warszawa, Polsko",Tradiční poctivá polská jídla. Super patrová restaurace v centru Starého Města. Milá obsluha ve stejnokrojích. Příjemný interiér. Rádi jsme se sem vrátili.,2025-05-15
5,St Martin's Church,"Piwna 9/11, 00-265 Warszawa, Polsko",Jeden z nejstarších kostelů ve Varšavě. Byl založen v roce 1356. Hlavní část kostela je z období baroka (osmnáctého století).,2025-05-15
5,Dung Hill Lookout Point,"Brzozowa, 00-286 Warszawa, Polsko",Super vyhlídkové místo na toulkách po Starém Městě.,2025-05-15
5,Taras Widokowy na dzwonnicy kościoła św. Anny,"Krakowskie Przedmieście 68, 00-322 Warszawa, Polsko","Sem musíte! Za 10 zl máte kousek....kus Warszawy jako na dlani. Vidíte Staré Město, Nové město i PGE stadion narodowy!",2025-05-15
5,Pomnik Praskiej Kapeli Podwórkowej,"Księdza Ignacego Kłopotowskiego, 03-720 Warszawa, Polsko",Živá kapela na rohu ulice.  Hezká atrakce ve dne i v noci pro návštěvníky této čtvrti Praga.,2025-05-15
5,Cathedral of St. Michael the Archangel and St. Florian the Martyr,"Floriańska 3, 03-707 Warszawa, Polsko","Katedrální bazilika sv. Michala a Floriána ve Varšavě. Postavená jako trojlodní bazilika s příčnou lodí v letech 1887–1904. Krásná stavba kolem které jsme prošli několikrát,  ale dovnitř jsme se nedostali.",2025-05-15
5,Hotel Hetman,"Księdza Ignacego Kłopotowskiego 36, 03-717 Warszawa, Polsko","Hotel na výborném místě. Do centra jen přes most cca 1000 m. Na druhou stranu je to kousek na národní stadion.  Opravdu poměr výkon cena na jedničku. Hotel trošku starší. Ale vše čisté a v pořádku. Milý personál, ochotný poradit a doporučit. Podzemní parkování. Snídaně super, každý si vybere. Super ubytování ve Varšavě v netradiční čtvrti!",2025-05-15
4,KARLOVY LÁZNĚ - Biggest Club in Central Europe,"Novotného lávka 198/13, 110 00 Staré Město","Zajímavý podnik v centru. Víkend s pěknou frontou před vstupem. Několik pater, různé styly a žánry hudby. Každý si vybere. U baru trochu plno, obsluha bez humoru. Robotický bar s cenami drinků trochu vyšroubovanými.  Shrnu-li... v Praze najdete i lepší zábavu,  ale všude přeplníno. Tady trochu lepší a s partičkou jsme se pobavili.",2025-05-15
4,Kozlovna Tylák,"Bělehradská 478, 120 00 Vinohrady","Krátká zastávka na polévku a něco k pití. Trochu trvalo než si obsluha všimla... No dobře... Polévka dobrá,  pití ok, prostředí fajn.",2025-05-15
5,Hotel Beránek,"Bělehradská 110, 120 00 Praha 2-Vinohrady","Hotel mohu doporučit. Příjemné, rychlé ubytování. Funkční recepce s angličtinou,  noční služba. Snídaně formou bufetu. Dobré, chutné a káva výtečná. Hotel je v centru, hned je tu metro i tramvaj. Jediný problém je parkování, pokud přijedete vozem, ale i to se dá řešit.",2025-05-15
5,McCafé,"Sousedská 11/611, 460 11 Liberec-Růžodol I",Rychlá návštěva na kávu s sebou.  Vše ok.... Díky,2025-05-15
5,McDonald's,"Sousedská 611, 460 11 Liberec","Drive narvaný,  ale obsluha rychle řešila s úsměvem. Spokojenost.",2025-05-15
5,Kara,"Roztylská 2321/19, 148 00 Praha 4-Chodov",Příjemná prodejna s profesionální obsluhou!,2025-05-15
3,Hotel Spálov,"Spálov 27, 513 01 Semily","Restaurace po rekonstrukci. Dobře označená, čisté toalety. Holčiny za barem milé. Co ale bylo nemilé - ceny nanuků. To jako pardon...",2025-05-15
5,Infopanel Riegrova stezka,"Unnamed Road, 513 01 Semily","Riegrova stezka je krásná procházka po zpevněném terénu a v lese. Vynořují se před vámi krásné výhledy na Jizeru.  Až dech beroucí. Není vhodné pro kola a kočárky. U hotelu Spálov máte možnost se otočit a vrátit se tou samou cestou zpět. Nebo.... Nebo můžete pokračovat kousek po silnici a zatočit doprava na lesní cestu a přes vesnici Spálov se vydat po Kamenického stezce na vyhlídku Myši skála,  na Masarykovu vyhlídku, na vyhlídku U Bakala a pak již scházíte k parkovišti.",2025-05-15
5,Zámek Frýdlant,"Zámecká 4001, 464 01 Frýdlant v Čechách","Dlouho jsem se chystala navštívit zámek a konečně to vyšlo.  Má návštěva proběhla v jedno květnové páteční odpoledne. A opravdu to bylo super a nezapomenutelné. I díky panu průvodci, který poutavě vyprávěl a byl připraven na interakci s návštěvníky.  V naší skupince jsme byly  4 dámy a dalo by se říci, že to byla taková soukromá prohlídka. Prošly jsme jen jeden okruh - zámek - a je důvod se sem ještě vrátit. Parkování pod zámkem, pak hned míjíte pokladnu!!! A až pak je potřeba vyjít na nádvoří.",2025-05-15
5,Heřmanická rozhledna,464 01 Heřmanice-Frýdlant v Čechách,"Dřevěná rozhledna, která je vysoká 25 m a je zhotovena z modřinového dřeva. Lze zaparkovat u hlavní silnice a dojít pěšky po silnici a zpevněné cestě,  nebo lze vyjet až nahoru a dojít lesem po pěšině. Kvituji,  že rozhlednu jsme měly samy pro sebe a v okolí žádný turista ani cyklista.",2025-05-15
4,Přístav u Vodů,"Přístavní, 635 00 Brno-Bystrc","Svíčková vynikající. Kuřecí řízek a hranolky ok. Pivko dobré, točená limča ok. Prostředí příjemné, toalety čisté. Obsluha malinko vázla. Ale byli jsme zde spokojeni.",2025-05-15
4,Veřejné wc,"Brno-Kníničky 898, 635 00 Brno",Čisté. Od Veveří jediné veřejné toalety než dojdete k hlavní pláži...,2025-05-15
5,Nuda pláž,635 00 Brno-Kníničky,"Klidná, čistá část. Pohoda. Stánek s občerstvením. Pěkný vstup do vody.",2025-05-15
5,Zouvalka,635 00 Brno-Kníničky,"Příjemné překvapení na procházce z hradu Veveří směrem k hrázi. Dlouhá, krásná stezka. Vhodná jak pro pěší,  běžce ale i cyklisty. V tomto úseku je ale potřeba sesednout z kola.",2025-05-15
4,Lávka pod hradem Veveří,"Nad Přehradou, 635 00 Brno-Bystrc",Lávka spojuje a vy můžete využít pro svou procházku směrem k Zouvalce novou stezku.  Vše moc pěkné. Příjemná procházka lesem...,2025-05-15
4,Přístaviště lodí zastávka Hrad Veveří,"Rakovecká 504/81, 635 00 Brno-Bystrc","Dobře označené místo pod hradem.  K dispozici i dřevěné posezení.  Jízdní řád k dispozici.  Škodám jen,  že ve všední den pluje loď jen v podvečer... Z tohoto místa však krásná procházka až k hrázi!",2025-05-15
5,Hrad Veveří,664 71 Veverská Bítýška-Brno-Bystrc,"Na hrad jsme došli pěšky po značených cestách. U hradu možnost ale zaparkovat. Vstup na nádvoří zpoplatněn, ale areál je to veliký a můžete se podívat do jednotlivých strážních věží. Do samotného hradu je pak nutné zakoupit si vstupenku a projít se po hradu s průvodcem.",2025-05-15
4,McDonald's,"Měřín 45, 594 42 Měřín",Rychlá snídaně na cestě/po cestě do Brna. Vše asi jak má být. Nic se nevymykalo standardu této frenčízy.,2025-05-15
5,AJETO - SKLÁŘSKÁ KRČMA,"167, 167, Lindava, 471 58 Cvikov","Krásný zážitek s milými lidmi za barem. Nevadilo,  že jsme dorazili těsně před zavíračkou. Ochotně uvařili kávu a nechali nás kochat se jejich zahradou.  Děkujeme!",2025-05-15
5,Artus Resort - Hotel Artus & Sowia Dolina,"Wilcza 9, 58-540 Karpacz, Polsko","Krásné místo pro event, svatbu,  oslavu, partnerské setkání. Menší zasedací místnosti vám zaručí intimitu přednášek a setkání s obchodními partnery.  Ale užijete si tu i wellnes pobyt a lázně. Určitě je tu velmi pohodlný pobyt i s dětmi.  Areál je vybaven vším.  Najdete zde i posilovnu.... Připravují zde i pro hosty tématické večery. Tady se nikdo nenudí. Okolí nabízí procházky, výlety, atraktivní prostředí. Vhodné pro business,  pro rodiny s dětmi,  pro páry.",2025-05-15
5,Naturstrand Olbersdorfer See,"02785 Olbersdorf, Německo","Krásné místo na koupání a další sportovní aktivity. Kolo, brusle,  procházka,  lenošení.  Parkování lze najít i zdarma. Najdete zde jak travnaté tak i písčité pláže.... Záleží z jaké strany jezera jste.",2025-05-15
5,City Wall Salzburg - CLIMBING,"Glockengasse 4A, 5020 Salzburg, Rakousko","Překvapivé místo pro lezení. V samotném centru,  hned vedle garáží.  Nevyzkoušeli jsme,  ale je to dobrý tip na příští návštěvu města....",2025-05-15
5,Pevnost Hohensalzburg,"Mönchsberg 34, 5020 Salzburg, Rakousko","Pevnost tyčící se nad městem. Krásná dominanta. Krásná procházka. Určitě  nevynechat. K pevnosti vede lanovka,  nebo dojdete pešky.",2025-05-15
5,Aussichtspunkt,"Festungsgasse 10, 5020 Salzburg, Rakousko",Příjemná procházka s pozoruhodnými detaily a vyhlídkovými místy. Toto je jedno z nich.,2025-05-15
5,FestungsBahn,"Festungsgasse 4, 5020 Salzburg, Rakousko",Lístek koupíte v pokladně i se vstupenkou na hrad. Nebo je možné k hradu dojít pěšky.  Příjemná procházka s pozoruhodnými detaily....,2025-05-15
5,Residenzplatz,"Residenzpl. 4, 5020 Salzburg, Rakousko","Široké náměstí v centru Salzburgu. Z jedné strany poseté náměstí krámky.... Káva,  dobroty a suvenýry.",2025-05-15
5,Domplatz,"Domplatz 1, 5020 Salzburg, Rakousko","Jedním dechem mohu jen napsat...super.  Krásné centrum poseté památkami,  suvenýry,  turisty.... Mijíte na trase k hradu....",2025-05-15
5,Old City Hall,"Kranzlmarkt 1, 5020 Salzburg, Rakousko","Dominantní věž, kterou v uličce nepřehlédnete.  Vypadá jako kostelní,  ale patří k budově radnice.  Budete-li pokračovat dál,  dojdete na další krásná a turisticky plná místa v Salzburgu...",2025-05-15
4,Gollhofer Optik,"Linzer G. 50, 5020 Salzburg, Rakousko",Zaujala nás zajímavá výloha. Bohužel při naší procházce městem bylo zavřeno. Tak snad příště.,2025-05-15
5,Park Garage Linzer Gasse,"Glockengasse 4A, 5020 Salzburg, Rakousko",Parkování v centru za rozumnou cenu!,2025-05-15
5,Pension Millinger,"Dorf 8, 5092 St. Martin bei Lofer, Rakousko","Příjemný útulný rodinný penzion. Snídaňový penzion.  Je připraven a vybaven jak na zimní tak na letní sezónu.  Majitelky jsou starší dámy, ale velmi milé! Parkování za penzionem. Kryté stání nebo stání u domu.  Snídaně bohaté a za mě skvělé. Výborné pečivo....",2023-05-16
5,HERBST Sportshop und Skiverleih,"Lofer 1a, 5090 Lofer, Rakousko",Příjemná obsluha.  Velkorysá prodejna i servis.,2023-05-16
5,INTERSPORT Sturm + Fahrradverleih,"Lofer 15, 5090 Lofer, Rakousko",Prodejna uvnitř překvapí svou velikostí a výběrem zboží.  Super.,2023-05-16
5,Café ANNA - Bergers Feines,"Schokoladenweg 1, 5090 Lofer, Rakousko",Velké parkoviště u  kavárny. V dolní části vyrobna čokoládových pralinek a čokolád... V prvním patře kavárna. Bohužel plno.... A to opakovaně.... neměli jsme štěstí ochutnat jejich dobroty. Tak jsme se potěšili nákupem  čokolád!,2023-05-16
5,Bakery & Cafe Volgger,"St. Martin bei Lofer 290, 5092 St. Martin bei Lofer, Rakousko",Snídaňová kavárna. Příjemná a rychlá obsluha.  Pekárna se samými dobrotami.,2023-05-16
5,Cafe Konditorei Dankl Hotel & Restaurant,"Lofer 207, 5090 Lofer, Rakousko","Cukrárna s vlastní výrobou. Velmi dobré zákusky. Posezení na terase (deky). Příjemná atmosféra, parkování před cukrárnou. Výtečná káva.",2023-05-16
5,Berggasthof Schönblick,"Lofer 80, 5090 Lofer, Rakousko",Restaurace na sjezdovce. Lyže zaparkujete před.  Lze sedět venku nebo vám nabídnou mista vevnitř. Jedná se o samoobslužní systém.  Vše jde rychle. Jídlo štedré a dobré. Ceny jako v lyžařském středisku.  Toalety ok.,2023-05-16
5,Ferdinand Porsche Erlebniswelten fahr(T)raum,"Passauer Str. 30, 5163 Mattsee, Rakousko","Krásné muzeum plné exponátů. Parkování za muzeem. Lze stáhnout aplikaci a výklad si můžete poslechnout i v českém jazyce.  Kromě exponátů je muzeum nabité interaktivními prvky. Spoustu věcí můžete osahat, vidět,  jak fungují.  Je zde i interaktivní dětský koutek.  Tady se opravdu nenudíte!",2023-05-16
5,Almenwelt Lofer,"Lofer 275, 5090 Lofer, Rakousko","Konec lyžařské sezóny nás zastihl právě zde. Super místo, super pro rodinné lyžování. Lidí minimum. Upravené sjezdovky,  vyhřívané sedačky. Kabinková lanovka vás pohodlně zaveze nahoru, kde se rozprostře krásný prostror pro lyžování.  Černé, červené, modré, dětské tratě na vás čekají.... Parkování u nástupní stanice lanovky.",2023-05-16
5,Kavárna Avantýra,"nábř. Obránců míru 134, 468 22 Železný Brod","Milá kavárna s prostorem k sezení venku i uvnitř. Káva, dortík, sušenky. Jak, kdo co má rád. Můžete si zakoupit zrnkovou kávu domů,  keramiku, šperky....",2023-05-16
